segment,audio,model,human_ref,model_output,standard_wer,lattice_wer,improvement,helped,n_corrections
33,ng_audio_for_josh/bcmk_TR/hindi/ch_1604702_539.04_545.67.wav,model_i,तो भारत तो एक खुद से ही गिफ्टेड लैंड है तो हमें इसको एक्सप्लोर करना चाहिए देखना ,तो भारत तो एक खुद से ही गिफ्टेड लैंड है तो हमें इसको एक्सप्लोर करना चाहिए देखना ,0.0,0.0,0.0,False,0
33,ng_audio_for_josh/bcmk_TR/hindi/ch_1604702_539.04_545.67.wav,model_k,तो भारत तो एक खुद से ही गिफ्टेड लैंड है तो हमें इसको एक्सप्लोर करना चाहिए देखना ,"तो भारत तो एक खुद से ही गिफ्टेड लैंड है, तो हमें इसको एक्सप्लोर करना चाहिए, देखन",0.0,0.0,0.0,False,0
33,ng_audio_for_josh/bcmk_TR/hindi/ch_1604702_539.04_545.67.wav,model_l,तो भारत तो एक खुद से ही गिफ्टेड लैंड है तो हमें इसको एक्सप्लोर करना चाहिए देखना ,तो भारत तो एक खुद से ही गिफ्टेड लैंड है तो हमें इसको एक्सप्लोर करना चाहिए देखना ,0.0,0.0,0.0,False,0
33,ng_audio_for_josh/bcmk_TR/hindi/ch_1604702_539.04_545.67.wav,model_m,तो भारत तो एक खुद से ही गिफ्टेड लैंड है तो हमें इसको एक्सप्लोर करना चाहिए देखना ,तो भारत तो एक खुद से ही गिफ्टेड लैंड है तो हमें इसको एक्सप्लोर करना चाहिए देखना ,0.0,0.0,0.0,False,0
33,ng_audio_for_josh/bcmk_TR/hindi/ch_1604702_539.04_545.67.wav,model_n,तो भारत तो एक खुद से ही गिफ्टेड लैंड है तो हमें इसको एक्सप्लोर करना चाहिए देखना ,तो भारत तो एक खुद से ही गिफ्टेड लैंड है तो हमें इसको एक्सप्लोर करना चाहिए देखना ,0.0,0.0,0.0,False,0
34,ng_audio_for_josh/bcmk_TR/hindi/ch_1605486_234.45_239.19.wav,model_H,जी उसके बाद भी भाई दूज वगैरह होता है उसमें भी रिश्तेदार आते हैं बहनें आती हैं मे,जी उसके बाद भी भाई दूज वगैरह होता है उसमें भी रिश्तेदार आते हैं बहनें आती हैं मे,0.0,0.0,0.0,False,0
34,ng_audio_for_josh/bcmk_TR/hindi/ch_1605486_234.45_239.19.wav,model_i,जी उसके बाद भी भाई दूज वगैरह होता है उसमें भी रिश्तेदार आते हैं बहनें आती हैं मे,जी उसके बाद भी भाई दूज वगैरह होता है उसमें भी रिश्तेदार आते हैं बहनें आती हैं मे,0.0,0.0,0.0,False,0
34,ng_audio_for_josh/bcmk_TR/hindi/ch_1605486_234.45_239.19.wav,model_k,जी उसके बाद भी भाई दूज वगैरह होता है उसमें भी रिश्तेदार आते हैं बहनें आती हैं मे,"ये उसके बाद भी भाई दूज वगैरा होता है, उसमें भी रिश्तेदार आते हैं, बहनें आती हैं ",0.1111,0.0,0.1111,True,0
34,ng_audio_for_josh/bcmk_TR/hindi/ch_1605486_234.45_239.19.wav,model_l,जी उसके बाद भी भाई दूज वगैरह होता है उसमें भी रिश्तेदार आते हैं बहनें आती हैं मे,जी उसके बाद भी भाई दूज वगैरह होता है उसमें भी रिश्तेदार आते हैं बहने आती है मेरी,0.0556,0.0,0.0556,True,0
34,ng_audio_for_josh/bcmk_TR/hindi/ch_1605486_234.45_239.19.wav,model_m,जी उसके बाद भी भाई दूज वगैरह होता है उसमें भी रिश्तेदार आते हैं बहनें आती हैं मे,यी उसके बाद भी भाई दूझ वगैरह होता है उसमें भी रिसलर आते हैं बहनें आती हैं मेरी,0.1667,0.0,0.1667,True,0
34,ng_audio_for_josh/bcmk_TR/hindi/ch_1605486_234.45_239.19.wav,model_n,जी उसके बाद भी भाई दूज वगैरह होता है उसमें भी रिश्तेदार आते हैं बहनें आती हैं मे,की उसके बाद भी भाई दूज वगैरह होता है उसमें भी रिश्तेदार आते हैं बहनें आती है मेर,0.0556,0.0,0.0556,True,0
35,ting_audio_for_josh/bcmk_TR/hindi/ch_1673210_71.10_80.43.wav,model_H,कौन सी एक पहचान स्वाद या ध्वनि तुरंत आपको बचपन की यादों में ले जाती है क्या बताए,कौन सी एक पहचान स्वाद या ध्वनि तुरंत आपको बचपन की यादों में ले जाती है क्या बताए,0.0,0.0,0.0,False,0
35,ting_audio_for_josh/bcmk_TR/hindi/ch_1673210_71.10_80.43.wav,model_i,कौन सी एक पहचान स्वाद या ध्वनि तुरंत आपको बचपन की यादों में ले जाती है क्या बताए,कौन सी एक पहचान स्वाद या ध्वनि तुरंत आपको बचपन की यादों में ले जाती है क्या बताए,0.0,0.0,0.0,False,0
35,ting_audio_for_josh/bcmk_TR/hindi/ch_1673210_71.10_80.43.wav,model_k,कौन सी एक पहचान स्वाद या ध्वनि तुरंत आपको बचपन की यादों में ले जाती है क्या बताए,"कौन सी एक पहचान, स्वाद या ध्वनि तुरंत आपको बचपन की यादों में ले जाती है? क्या बत",0.0556,0.0,0.0556,True,0
35,ting_audio_for_josh/bcmk_TR/hindi/ch_1673210_71.10_80.43.wav,model_l,कौन सी एक पहचान स्वाद या ध्वनि तुरंत आपको बचपन की यादों में ले जाती है क्या बताए,कौन सी एक पहचान स्वाद या ध्वनि तुरंत आपको बचपन की यादों में ले जाती है क्या आप ब,0.0556,0.0556,0.0,False,0
35,ting_audio_for_josh/bcmk_TR/hindi/ch_1673210_71.10_80.43.wav,model_m,कौन सी एक पहचान स्वाद या ध्वनि तुरंत आपको बचपन की यादों में ले जाती है क्या बताए,कौन सी एक पहचान स्वाद या ध्वनि तुरंत आपको बचपन की यादों में ली जाती है क्ा बताएं,0.1111,0.0,0.1111,True,0
35,ting_audio_for_josh/bcmk_TR/hindi/ch_1673210_71.10_80.43.wav,model_n,कौन सी एक पहचान स्वाद या ध्वनि तुरंत आपको बचपन की यादों में ले जाती है क्या बताए,कौन सी एक पहचान स्वाद या ध्वनि तुरंत आपको बचपन की यादों में ले जाती है क्या बताए,0.0556,0.0,0.0556,True,0
36,ng_audio_for_josh/bcmk_TR/hindi/ch_1596221_153.00_164.31.wav,model_H,मेरे भाई बहनों के साथ मैं खेलता था हम एक चबूतरे पर बैठे रहते थे बचपन में,मेरे भाई बहनों के साथ में खेलता था हम एक जब उतरे पे बैठे रहते थे बचपन में,0.2353,0.0588,0.1765,True,1
36,ng_audio_for_josh/bcmk_TR/hindi/ch_1596221_153.00_164.31.wav,model_i,मेरे भाई बहनों के साथ मैं खेलता था हम एक चबूतरे पर बैठे रहते थे बचपन में,"मेरे भाई बहनों के साथ मैं खेलता था, हम एक चबूतरे पर बैठे रहते थे बचपन में।",0.0,0.0,0.0,False,1
36,ng_audio_for_josh/bcmk_TR/hindi/ch_1596221_153.00_164.31.wav,model_k,मेरे भाई बहनों के साथ मैं खेलता था हम एक चबूतरे पर बैठे रहते थे बचपन में,"और लोगों का वर्णन कीजिए, जिसके साथ आप खेल खेलते हैं। मेरे भाई बहनों के साथ मैं ख",0.6471,0.6471,0.0,False,1
36,ng_audio_for_josh/bcmk_TR/hindi/ch_1596221_153.00_164.31.wav,model_l,मेरे भाई बहनों के साथ मैं खेलता था हम एक चबूतरे पर बैठे रहते थे बचपन में,मेरे भाई बहनों के साथ में खेलता था हम एक चबूतरे पे बैठे रहते थे बचपन में,0.1176,0.0,0.1176,True,1
36,ng_audio_for_josh/bcmk_TR/hindi/ch_1596221_153.00_164.31.wav,model_m,मेरे भाई बहनों के साथ मैं खेलता था हम एक चबूतरे पर बैठे रहते थे बचपन में,मेरे भाई-बहनों के साथ में खेलता था हम एक चबूतरे पर बैठे रहते थे बचपन में,0.0588,0.0,0.0588,True,1
36,ng_audio_for_josh/bcmk_TR/hindi/ch_1596221_153.00_164.31.wav,model_n,मेरे भाई बहनों के साथ मैं खेलता था हम एक चबूतरे पर बैठे रहते थे बचपन में,मेरे भाई बहनों के साथ मैं खेलता था हम एक चबूतरे पर बैठे रहते थे बचपन में,0.0,0.0,0.0,False,1
37,ng_audio_for_josh/bcmk_TR/hindi/ch_1616491_921.99_932.91.wav,model_H,क्योंकि मूंग की दाल पौष्टिक रहती है तो खाने की बोलते हैं तो वो मूंग की दाल में इ,क्योंकि मूंग की दाल पौष्टिक रहती है तो खाने की बोलते हैं तो वो मूंग की दाल में इ,0.0,0.0,0.0,False,0
37,ng_audio_for_josh/bcmk_TR/hindi/ch_1616491_921.99_932.91.wav,model_i,क्योंकि मूंग की दाल पौष्टिक रहती है तो खाने की बोलते हैं तो वो मूंग की दाल में इ,क्योंकि मूंग की दाल पौष्टिक रहती है तो खाने की बोलते हैं तो वो मूंग की दाल में इ,0.0,0.0,0.0,False,0
37,ng_audio_for_josh/bcmk_TR/hindi/ch_1616491_921.99_932.91.wav,model_k,क्योंकि मूंग की दाल पौष्टिक रहती है तो खाने की बोलते हैं तो वो मूंग की दाल में इ,क्योंकि मूंग की दाल पौष्टिक रहती है तो खाने की बोलते हैं तो वो मूंग की दाल में इ,0.0,0.0,0.0,False,0
37,ng_audio_for_josh/bcmk_TR/hindi/ch_1616491_921.99_932.91.wav,model_l,क्योंकि मूंग की दाल पौष्टिक रहती है तो खाने की बोलते हैं तो वो मूंग की दाल में इ,क्योंकि मूंग की दाल पौष्टिक रहती है तो खाने की बोलते हैं तो वो मूंग की दाल में इ,0.0,0.0,0.0,False,0
37,ng_audio_for_josh/bcmk_TR/hindi/ch_1616491_921.99_932.91.wav,model_m,क्योंकि मूंग की दाल पौष्टिक रहती है तो खाने की बोलते हैं तो वो मूंग की दाल में इ,क्योंकि मूंग की दाल पोष्टिक रहती है तो खाने की बोलते हैं तो वो मूंग की दाल में इ,0.0811,0.0,0.0811,True,0
37,ng_audio_for_josh/bcmk_TR/hindi/ch_1616491_921.99_932.91.wav,model_n,क्योंकि मूंग की दाल पौष्टिक रहती है तो खाने की बोलते हैं तो वो मूंग की दाल में इ,क्योंकि मुंह की दाल पौष्टिक रहती है तो खाने की बोलते हैं तो वह मुंह की दाल में इ,0.1081,0.0,0.1081,True,0
38,ng_audio_for_josh/bcmk_TR/hindi/ch_1613818_192.42_205.77.wav,model_H,शहरी जीवन बीमा बनाम छोटे शहर का जीवन आपके शहर या कस्बे के माहौल में बड़े होने से,शहरी जीवन बीमा बनाम छोटे शहर का जीवन आपके शहर या कस्बे के माहौल में बड़े होने से,0.0,0.0,0.0,False,0
38,ng_audio_for_josh/bcmk_TR/hindi/ch_1613818_192.42_205.77.wav,model_i,शहरी जीवन बीमा बनाम छोटे शहर का जीवन आपके शहर या कस्बे के माहौल में बड़े होने से,शहरी जीवन बीमा बनाम छोटे शहर का जीवन आपके शहर या कस्बे के माहौल में बड़े होने से,0.0,0.0,0.0,False,0
38,ng_audio_for_josh/bcmk_TR/hindi/ch_1613818_192.42_205.77.wav,model_k,शहरी जीवन बीमा बनाम छोटे शहर का जीवन आपके शहर या कस्बे के माहौल में बड़े होने से,शहरी जीवन बीमा बनाम छोटे शहर का जीवन। आपके शहर या कस्बे के माहौल में बड़े होने स,0.0,0.0,0.0,False,0
38,ng_audio_for_josh/bcmk_TR/hindi/ch_1613818_192.42_205.77.wav,model_l,शहरी जीवन बीमा बनाम छोटे शहर का जीवन आपके शहर या कस्बे के माहौल में बड़े होने से,शहरी जीवन बीमा बनाम छोटे शहर का जीवन आपके शहर या कस्बे के माहौल में बड़े होने से,0.0,0.0,0.0,False,0
38,ng_audio_for_josh/bcmk_TR/hindi/ch_1613818_192.42_205.77.wav,model_m,शहरी जीवन बीमा बनाम छोटे शहर का जीवन आपके शहर या कस्बे के माहौल में बड़े होने से,शहरी जीवन बीमा बनाम छोटे शहर का जीवन आपके शहर या कसबे के माहौल में बड़े होने से ,0.0526,0.0,0.0526,True,0
38,ng_audio_for_josh/bcmk_TR/hindi/ch_1613818_192.42_205.77.wav,model_n,शहरी जीवन बीमा बनाम छोटे शहर का जीवन आपके शहर या कस्बे के माहौल में बड़े होने से,शहरी जीवन बीमा बनाम छोटे शहर का जीवन आपके शहर या कसबे के माहौल में बड़े होने से ,0.0526,0.0,0.0526,True,0
39,ting_audio_for_josh/bcmk_TR/hindi/ch_16197_140.52_148.50.wav,model_H,हाँ नहीं तो पहले डेस्कटॉप था ना बाद में लैपटॉप आया लैपटॉप ने इजी आसान बना दिया ह,हाँ नहीं तो पहले डेस्कटॉप था ना बाद में लैपटॉप आया लैपटॉप ने इजी आसान बना दिया ह,0.0,0.0,0.0,False,0
39,ting_audio_for_josh/bcmk_TR/hindi/ch_16197_140.52_148.50.wav,model_i,हाँ नहीं तो पहले डेस्कटॉप था ना बाद में लैपटॉप आया लैपटॉप ने इजी आसान बना दिया ह,हाँ नहीं तो पहले डेस्कटॉप था ना बाद में लैपटॉप आया लैपटॉप ने इजी आसान बना दिया ह,0.0,0.0,0.0,False,0
39,ting_audio_for_josh/bcmk_TR/hindi/ch_16197_140.52_148.50.wav,model_k,हाँ नहीं तो पहले डेस्कटॉप था ना बाद में लैपटॉप आया लैपटॉप ने इजी आसान बना दिया ह,"हाँ! नहीं तो पहले desktop था ना, बाद में laptop आया। laptop ने easy आसान बना दिय",0.2105,0.0,0.2105,True,0
39,ting_audio_for_josh/bcmk_TR/hindi/ch_16197_140.52_148.50.wav,model_l,हाँ नहीं तो पहले डेस्कटॉप था ना बाद में लैपटॉप आया लैपटॉप ने इजी आसान बना दिया ह,हां नहीं तो पहले डेस्कटॉप था ना बाद में लैपटॉप आया लैपटॉप ने ईसी आसान बना दिया ह,0.1053,0.0,0.1053,True,0
39,ting_audio_for_josh/bcmk_TR/hindi/ch_16197_140.52_148.50.wav,model_m,हाँ नहीं तो पहले डेस्कटॉप था ना बाद में लैपटॉप आया लैपटॉप ने इजी आसान बना दिया ह,हां नहीं तो पहले डेस्कटॉप था ना बाद में लैपटॉप आया लैपटॉप ने इजी आसान बना दिया ह,0.0526,0.0,0.0526,True,0
39,ting_audio_for_josh/bcmk_TR/hindi/ch_16197_140.52_148.50.wav,model_n,हाँ नहीं तो पहले डेस्कटॉप था ना बाद में लैपटॉप आया लैपटॉप ने इजी आसान बना दिया ह,हां नहीं तो पहले डेस्कटॉप था ना बाद में लैपटॉप आया लैपटॉप ने इसी आसान बना दिया ह,0.1579,0.0,0.1579,True,0
40,_audio_for_josh/bcmk_TR/hindi/ch_1630690_1023.81_1031.46.wav,model_H,अब इसमें लिखा है आपकी मदद करने की प्रवृत्ति को सबसे ज़्यादा कौन सी आंतरिक मूल्य ,अब इसमें लिखा है आपकी मदद करने की प्रवृत्ति को सबसे ज़्यादा कौन सी आंतरिक मूल्य ,0.0,0.0,0.0,False,1
40,_audio_for_josh/bcmk_TR/hindi/ch_1630690_1023.81_1031.46.wav,model_i,अब इसमें लिखा है आपकी मदद करने की प्रवृत्ति को सबसे ज़्यादा कौन सी आंतरिक मूल्य ,अब इसमें लिखा है आपकी मदद करने की प्रवृत्ति को सबसे ज़्यादा कौन सी आंतरिक मूल्य ,0.0,0.0,0.0,False,1
40,_audio_for_josh/bcmk_TR/hindi/ch_1630690_1023.81_1031.46.wav,model_k,अब इसमें लिखा है आपकी मदद करने की प्रवृत्ति को सबसे ज़्यादा कौन सी आंतरिक मूल्य ,"अब इसमें लिखा है, आपकी मदद करने की प्रवृत्ति को सबसे ज्यादा कौन सी आंतरिक मूल्य ",0.0526,0.0,0.0526,True,1
40,_audio_for_josh/bcmk_TR/hindi/ch_1630690_1023.81_1031.46.wav,model_l,अब इसमें लिखा है आपकी मदद करने की प्रवृत्ति को सबसे ज़्यादा कौन सी आंतरिक मूल्य ,अब इसमें लिखा है आपकी मदद करने की प्रवृति को सबसे ज्यादा कौन सी यांत्रिक मूल्य प,0.1579,0.0,0.1579,True,1
40,_audio_for_josh/bcmk_TR/hindi/ch_1630690_1023.81_1031.46.wav,model_m,अब इसमें लिखा है आपकी मदद करने की प्रवृत्ति को सबसे ज़्यादा कौन सी आंतरिक मूल्य ,अब इसमें लिखा है आपकी मदद करने की प्रवरति को सबसे ज्यादा कौन सी यांतरिक मूल्य प्,0.1579,0.0,0.1579,True,1
40,_audio_for_josh/bcmk_TR/hindi/ch_1630690_1023.81_1031.46.wav,model_n,अब इसमें लिखा है आपकी मदद करने की प्रवृत्ति को सबसे ज़्यादा कौन सी आंतरिक मूल्य ,अब इसमें लिखा है आपकी मदद करने की प्रवृत्ति को सबसे ज्यादा कौन सी आंतरिक मूल्य प,0.0526,0.0,0.0526,True,1
41,ng_audio_for_josh/bcmk_TR/hindi/ch_1732616_196.77_205.11.wav,model_H,मुझे म्यूजिक सुनना पसंद है गाना भी पसंद है एक्चुअली और डांसिंग तो पैशन है मेरा ब,मुझे म्यूजिक सुनना पसंद है गाना भी पसंद है एक्चुअली और डांसिंग तो पैशन है मेरा ब,0.0,0.0,0.0,False,0
41,ng_audio_for_josh/bcmk_TR/hindi/ch_1732616_196.77_205.11.wav,model_i,मुझे म्यूजिक सुनना पसंद है गाना भी पसंद है एक्चुअली और डांसिंग तो पैशन है मेरा ब,मुझे म्यूजिक सुनना पसंद है गाना भी पसंद है एक्चुअली और डांसिंग तो पैशन है मेरा ब,0.0,0.0,0.0,False,0
41,ng_audio_for_josh/bcmk_TR/hindi/ch_1732616_196.77_205.11.wav,model_k,मुझे म्यूजिक सुनना पसंद है गाना भी पसंद है एक्चुअली और डांसिंग तो पैशन है मेरा ब,"मुझे म्यूजिक सुनना पसंद है, गाना भी पसंद है एक्चुअली और डांसिंग तो पैशन है मेरा,",0.0,0.0,0.0,False,0
41,ng_audio_for_josh/bcmk_TR/hindi/ch_1732616_196.77_205.11.wav,model_l,मुझे म्यूजिक सुनना पसंद है गाना भी पसंद है एक्चुअली और डांसिंग तो पैशन है मेरा ब,मुझे म्यूज़िक सुनना पसंद है गाना भी पसंद है एक्चुअली और डांसिंग तो पैशन है मेरा ,0.0526,0.0,0.0526,True,0
41,ng_audio_for_josh/bcmk_TR/hindi/ch_1732616_196.77_205.11.wav,model_m,मुझे म्यूजिक सुनना पसंद है गाना भी पसंद है एक्चुअली और डांसिंग तो पैशन है मेरा ब,मुझे म्यूजिक सुनना पसंद है गाना भी पसंद है एक्चुअली और दांसिंग तो पैशन है मेरा ब,0.0526,0.0,0.0526,True,0
41,ng_audio_for_josh/bcmk_TR/hindi/ch_1732616_196.77_205.11.wav,model_n,मुझे म्यूजिक सुनना पसंद है गाना भी पसंद है एक्चुअली और डांसिंग तो पैशन है मेरा ब,मुझे म्यूजिक सुनना पसंद है गाना भी पसंद है एक्चुअली और डांसिंग तो पैशन है मेरा ब,0.0,0.0,0.0,False,0
42,ting_audio_for_josh/bcmk_TR/hindi/ch_2055669_44.43_55.50.wav,model_H,वहाँ पर बहुत रंग बिरंगी फूल रहता है झूला रहता है वहाँ पर बहुत चीज़ें खेलने को मि,वहाँ पर बहुत रंग बिरंगी फूल रहता है झूला रहता है वहाँ पर बहुत चीज़ें खेलने को मि,0.0,0.0,0.0,False,0
42,ting_audio_for_josh/bcmk_TR/hindi/ch_2055669_44.43_55.50.wav,model_i,वहाँ पर बहुत रंग बिरंगी फूल रहता है झूला रहता है वहाँ पर बहुत चीज़ें खेलने को मि,"वहाँ पर बहुत रंग बिरंगी फूल रहता है, झूला रहता है, वहाँ पर बहुत चीज़ें खेलने को ",0.0,0.0,0.0,False,0
42,ting_audio_for_josh/bcmk_TR/hindi/ch_2055669_44.43_55.50.wav,model_k,वहाँ पर बहुत रंग बिरंगी फूल रहता है झूला रहता है वहाँ पर बहुत चीज़ें खेलने को मि,"वहां पर बहुत रंग-बिरंगी फूल रहता है, झूला रहता है, वहां पर बहुत चीजें खेलने को म",0.1579,0.0,0.1579,True,0
42,ting_audio_for_josh/bcmk_TR/hindi/ch_2055669_44.43_55.50.wav,model_l,वहाँ पर बहुत रंग बिरंगी फूल रहता है झूला रहता है वहाँ पर बहुत चीज़ें खेलने को मि,वहाँ पर बहुत रंग बिरंगी फूल रहता है झूला रहता है वहाँ पर बहुत चीज़ें खेलने को मि,0.0,0.0,0.0,False,0
42,ting_audio_for_josh/bcmk_TR/hindi/ch_2055669_44.43_55.50.wav,model_m,वहाँ पर बहुत रंग बिरंगी फूल रहता है झूला रहता है वहाँ पर बहुत चीज़ें खेलने को मि,वहां पर बहुत रंग बिरंगी फूल रहता है झूला रहता हैं वहां पर बहुत चीजें खेनने को मि,0.2105,0.0,0.2105,True,0
42,ting_audio_for_josh/bcmk_TR/hindi/ch_2055669_44.43_55.50.wav,model_n,वहाँ पर बहुत रंग बिरंगी फूल रहता है झूला रहता है वहाँ पर बहुत चीज़ें खेलने को मि,वहां पर बहुत रंग बिरंगी फूल रहता है जूला रहता है वहां पर बहुत चीज खेलने को मिलती,0.2105,0.0,0.2105,True,0
43,ting_audio_for_josh/bcmk_TR/hindi/ch_13457_121.08_125.85.wav,model_H,एक मेरा काम नहीं है निकलवाना लेकिन मेरे पास पता चला मुझे,ठीक मेरा काम नहीं है निकलवाना लेकिन मेरे पास पता चला मुझे,0.0833,0.0,0.0833,True,1
43,ting_audio_for_josh/bcmk_TR/hindi/ch_13457_121.08_125.85.wav,model_i,एक मेरा काम नहीं है निकलवाना लेकिन मेरे पास पता चला मुझे,एक मेरा काम नहीं है निकलवाना लेकिन मेरे पास पता चला मुझे,0.0,0.0,0.0,False,1
43,ting_audio_for_josh/bcmk_TR/hindi/ch_13457_121.08_125.85.wav,model_k,एक मेरा काम नहीं है निकलवाना लेकिन मेरे पास पता चला मुझे,"ठीक! मेरा काम नहीं है निकलवाना, लेकिन मेरे पास पता चला मुझे।",0.0833,0.0,0.0833,True,1
43,ting_audio_for_josh/bcmk_TR/hindi/ch_13457_121.08_125.85.wav,model_l,एक मेरा काम नहीं है निकलवाना लेकिन मेरे पास पता चला मुझे,एक मेरा काम नहीं है निकलवाना लेकिन मेरे पास पता चला मुझे,0.0,0.0,0.0,False,1
43,ting_audio_for_josh/bcmk_TR/hindi/ch_13457_121.08_125.85.wav,model_m,एक मेरा काम नहीं है निकलवाना लेकिन मेरे पास पता चला मुझे,ठीक मेरा काम नहीं है निकलवाना लेकिन मेरे पास पता चला मुझे,0.0833,0.0,0.0833,True,1
43,ting_audio_for_josh/bcmk_TR/hindi/ch_13457_121.08_125.85.wav,model_n,एक मेरा काम नहीं है निकलवाना लेकिन मेरे पास पता चला मुझे,ठीक मेरा कम नहीं है निकलवाना लेकिन मेरे पास पता चला मुझे,0.1667,0.0,0.1667,True,1
44,ng_audio_for_josh/bcmk_TR/hindi/ch_1545124_753.21_762.48.wav,model_H,चलो भगवान ने बचा लिया कुछ बड़ा नहीं हुआ चलो इतने से ही मतलब जो हमारे ऊपर कुछ थी ,चलो भगवान ने बचा लिया कुछ बड़ा नहीं हुआ चलो इतने से ही मतलब जो हमारे ऊपर कुछ थी ,0.0,0.0,0.0,False,0
44,ng_audio_for_josh/bcmk_TR/hindi/ch_1545124_753.21_762.48.wav,model_i,चलो भगवान ने बचा लिया कुछ बड़ा नहीं हुआ चलो इतने से ही मतलब जो हमारे ऊपर कुछ थी ,"चलो भगवान ने बचा लिया, कुछ बड़ा नहीं हुआ। चलो इतने से ही मतलब जो हमारे ऊपर कुछ थी",0.0417,0.0,0.0417,True,0
44,ng_audio_for_josh/bcmk_TR/hindi/ch_1545124_753.21_762.48.wav,model_k,चलो भगवान ने बचा लिया कुछ बड़ा नहीं हुआ चलो इतने से ही मतलब जो हमारे ऊपर कुछ थी ,"चलो भगवान ने बचा लिया, कुछ बड़ा नहीं हुआ। चलो इतने से ही मतलब जो हमारे ऊपर कुछ थ",0.0,0.0,0.0,False,0
44,ng_audio_for_josh/bcmk_TR/hindi/ch_1545124_753.21_762.48.wav,model_l,चलो भगवान ने बचा लिया कुछ बड़ा नहीं हुआ चलो इतने से ही मतलब जो हमारे ऊपर कुछ थी ,चलो भगवान ने बचा लिया कुछ बड़ा नहीं हुआ चलो इतने से ही मतलब जो हमारे ऊपर कुछ थी ,0.0,0.0,0.0,False,0
44,ng_audio_for_josh/bcmk_TR/hindi/ch_1545124_753.21_762.48.wav,model_m,चलो भगवान ने बचा लिया कुछ बड़ा नहीं हुआ चलो इतने से ही मतलब जो हमारे ऊपर कुछ थी ,चलो भगवान ने बचा लिया कुछ बड़ा नहीं हुआ चलो इतने सेही मतलब जो हमारे ऊपर कुछ थी व,0.0833,0.0417,0.0417,True,0
44,ng_audio_for_josh/bcmk_TR/hindi/ch_1545124_753.21_762.48.wav,model_n,चलो भगवान ने बचा लिया कुछ बड़ा नहीं हुआ चलो इतने से ही मतलब जो हमारे ऊपर कुछ थी ,चलो भगवान ने बचा लिया कुछ बड़ा नहीं हुआ चलो इतने से ही मतलब जो हमारे पर कुछ थी व,0.125,0.0,0.125,True,0
45,ng_audio_for_josh/bcmk_TR/hindi/ch_1545318_552.15_557.22.wav,model_H,मेहनत तो कहीं व्यर्थ नहीं जाता है देर से ही आता है,मेहनत तो कहीं व्यर्थ नहीं जाता है देर से ही आता है,0.0,0.0,0.0,False,0
45,ng_audio_for_josh/bcmk_TR/hindi/ch_1545318_552.15_557.22.wav,model_i,मेहनत तो कहीं व्यर्थ नहीं जाता है देर से ही आता है,"मेहनत तो कहीं व्यर्थ नहीं जाता है, देर से ही आता है।",0.0,0.0,0.0,False,0
45,ng_audio_for_josh/bcmk_TR/hindi/ch_1545318_552.15_557.22.wav,model_k,मेहनत तो कहीं व्यर्थ नहीं जाता है देर से ही आता है,"मेहनत तो कहीं व्यर्थ नहीं जाता है, देर से ही आता है।",0.0,0.0,0.0,False,0
45,ng_audio_for_josh/bcmk_TR/hindi/ch_1545318_552.15_557.22.wav,model_l,मेहनत तो कहीं व्यर्थ नहीं जाता है देर से ही आता है,मेहनत तो कहीं व्यर्थ नहीं जाता है देर से ही आता है,0.0,0.0,0.0,False,0
45,ng_audio_for_josh/bcmk_TR/hindi/ch_1545318_552.15_557.22.wav,model_m,मेहनत तो कहीं व्यर्थ नहीं जाता है देर से ही आता है,मेحنت تو कही بیथ نी जاतا हے देर से ही आतا ے,0.75,0.0,0.75,True,0
45,ng_audio_for_josh/bcmk_TR/hindi/ch_1545318_552.15_557.22.wav,model_n,मेहनत तो कहीं व्यर्थ नहीं जाता है देर से ही आता है,मेहनत तो कहीं व्यर्थ नहीं जाता है देश से ही आता है,0.0833,0.0,0.0833,True,0
