clip_path,text,recording_id,duration
data\processed\clips\clip_000627.wav,हां अच्छा अ इसमें करुणा के कोई काम बताना है जो हमने किया हो एक बारी हम जाड़ों के दिन थे सर्दियों के दिन थे अम कार में कहीं जा रहे थे,990783,13.86
data\processed\clips\clip_001958.wav,अच्छा कैसे हां लाइफ कॉनसेट में तो मैं भी गई हूँ लेकिन बहुत बार तो नहीं पर तीन चार बार ही गई हूँ वो भी ज़्यादा कोई नेशनल हां हां हां,350297,14.37
data\processed\clips\clip_000547.wav,क्या,635909,5.34
data\processed\clips\clip_003525.wav,जी जी जी,663529,3.15
data\processed\clips\clip_000904.wav,हुं,475356,1.35
data\processed\clips\clip_003195.wav,"काम आता है, वो वेस्ट नहीं जाता है एक तरह से।",238079,3.0
data\processed\clips\clip_002218.wav,की जो होता हरी पत्तियां फूलों से डेकोरेशन का सामान बनाते हैं तो इससे क्या था घर सजावटी में भी काम आता है घर को सजाने में कोई पूजा पाठ के अवसर में है ना हम सजाते हैं।,630221,10.92
data\processed\clips\clip_004499.wav,"अच्छा ,अच्छाअच्छा अच्छा",1021370,1.56
data\processed\clips\clip_004424.wav,हाँ,753435,2.28
data\processed\clips\clip_002511.wav,हू .हू,978393,10.05
data\processed\clips\clip_002215.wav,हेलो,630221,1.2
data\processed\clips\clip_002450.wav,अरे अच्छा खासा हो जाएगा क्यों अट्ठाइस शहर है एक शहर के पीछे हम हम एक एक मिनट भी देंगे तो आराम से होगा,978393,9.12
data\processed\clips\clip_001256.wav,बिल्कुल बिल्कुल हां,888331,1.32
data\processed\clips\clip_001906.wav,हा और,239492,3.0
data\processed\clips\clip_000484.wav,सबसे बड़ी रश्म तो यही है मैडम शादी का रश्म होता है न हमारे यहां तो दस दिन बारह दिन तक चलता है शादी का रश्म,629904,9.9
data\processed\clips\clip_004172.wav,कि हर ट्रेन में चलेगा,269907,1.71
data\processed\clips\clip_003028.wav,हलो,979497,5.4
data\processed\clips\clip_001472.wav,जैसे सेकेंड वाले में तो टाइम सफल में सफलता में तो टाइम लगता है तो इसमें तो जमीन असमान का फर्क है जी तो पहले हमें असफलता से होकर गुजरना पड़ता है जी,739630,13.14
data\processed\clips\clip_004407.wav,हमने पढ़ाई कैसे की थी हमने खेले कैसे थे हम कूदे कैसे थे हमने किसी की छेड़ कैसे निकाली थी किसी से मस्ती कैसे की थी ये सारे सब कुछ याद आ जाते है हमको आपका ऐसा कुछ अनुभव है,753435,12.33
data\processed\clips\clip_000046.wav,तंबू और खाना जैसे जरूरी चीजों को पैक करना तो जहां तक मुझे याद है तो हम लोगों ने जो वीडियो विडोज़ देखे थे उसके थ्रू हमने ओनलाइन तंबू मंगाया था तंबू लेके गए थे लोग और एक मजा एक चीज होता है ना कि अब,825727,13.32
data\processed\clips\clip_001236.wav,जिसको इंस्पिरेशन मानते हैं जैसे कि ए पी जे अब्दूल का नाम अगर आपके जगह होती तो क्या करते हैं वही वही आप सोचने से आपको मोटिवेट मोटिवेशन खुद से मिली और आप मतलब वीडियो में देखने से आपको थोड़ी दिर की मोटिवेशन मिलेगी हा,888331,13.44
data\processed\clips\clip_002932.wav,"जी हां जी जी जी हाँ मैं करता हूँ जैसे कि,",330457,8.7
data\processed\clips\clip_003791.wav,हां हां आ रही है हां तो मैंने कहा कि आपने सही कहा बिल्कुल भी बिल्कुल बिल्कुल कभीकभी बस या ट्रेन छूट जाते हैं तो हम लोग घबरा जाते हैं या गुस्सा आ जाता है कि हमें पहले निकलना चाहिए,400490,14.67
data\processed\clips\clip_004614.wav,हुह,840793,2.97
data\processed\clips\clip_000964.wav,बिना सेल्फिश हुए करना चाहिए ह्म्म,255349,2.58
data\processed\clips\clip_003746.wav,उसके फिर दूरगामी प्रभाव तो यही रहेंगे कि वो फिर अगर ऐसा ऐसा कह दिया तो अपने को मन और मस्तिष्क फिर वो बहोत ही बोझ पड़ जाता है और कहीं पे भी जाते हैं फिर वो फिर वो सहन नहीं होता है कि यार,783966,11.52
data\processed\clips\clip_001068.wav,आप थोड़ा नेटवर्क में आएंगे।,767869,1.74
data\processed\clips\clip_000027.wav,जी जी जी आह,825727,2.82
data\processed\clips\clip_002451.wav,हाँ तो मेरा जो शहर का नाम है दुर्ग है छत्तीसगढ़ में तो यहाँ पे मतलब दो चार ठो जैसे एक मैत्री गार्डन हो गया और सेंचुरी होती है गवर्नमेंट का सेंचुरी जिसमें चिड़िया है फिर पेड़ पौधे को सिक्योर करके रखते हैं,978393,14.97
data\processed\clips\clip_001325.wav,"हां , हां स्वाद तो उससे ही आता है।",738845,1.68
data\processed\clips\clip_002559.wav,उठके ऊपर आना तो बुली जाओगी अब बच भी गए तो पत्थर भी इतने सारे और बाद में नीचे जानवर ही आपको नाश्ता बनाकर खा जाएंगे और मैं गया भी था घर पर बिना बोले दोस्तों के साथ मैं बोलके गया था कि बस मेरे दोस्त यहाँ जा रहा हूँ पढाई वगैरा करने के लिए और घरवाले,978484,13.92
data\processed\clips\clip_000575.wav,तो मैंने उनसे मतलब टच हो गया मतलब एक होता न पैर टच हो गया क्योंकि वो तो मैं मैंने अपना पैर धीरे धीरे उपर के सरकने लगा कि यार कई टच हो रहा है उसने क्या किया ना मेरा,989901,14.16
data\processed\clips\clip_004413.wav,हां.!,753435,7.32
data\processed\clips\clip_000390.wav,रात से ना खा रहा हो गया रसण भन्डारा हो गया ये सब पुरा ऐतिहासिक ना पुरा देखने आते हैं। नलन्दा के बगल में आती हैं तो दोनों देख लेते हैं नलन्दा और राजगिर दोनों घुर लेते हैं।,253253,9.99
data\processed\clips\clip_003163.wav,हम्मम हम्म जी जी हम्म हम्म जी हां नौकरी आदमी तभी छोड़ता है जब उसको उसमें मजा नहीं आता काम में,238123,13.11
data\processed\clips\clip_004701.wav,चलिए मैं एक अगला टॉपिक पढ़ता हूँ मैं फिर आपको बताता हूँ,840781,3.03
data\processed\clips\clip_003970.wav,जहां तक मेरे याद है तो मैंने धूप के नीचे ज्यादा खेला नहीं है जो क्रिकेट खेलते थे तो हम शाम को खेलते थे नहीं तो फिर सुबह खेलने थे आठ बजे तक नौ बजे तक सुबह छः से घूमने जाते थे तब,856801,12.57
data\processed\clips\clip_004709.wav,ये पूरी तरीके से समाजवादी विचारधारा से प्रेरित ये मतलब ये बात है और इसमें सुधार की बहुत ज्यादा गुंजाइश भारत के अंदर तो है और भारत को कुछ कर भारत को करना भी चाहिए रूस के अंदर ऐसा हुआ था 1917 में,840781,13.02
data\processed\clips\clip_004501.wav,बिल्कुल बिल्कुल बिल्कुल तो यही था बाकी अगर मैं अपनी बात करूं तो जैसे इसमें लिखा है कि हमारा जो स्कूल का प्लेग्राउंड है स्कूल के ग्राउंड में कोई ऐसी हुई हो तो मैं बताना चाहूंगा कि,1021370,14.67
data\processed\clips\clip_001660.wav,आपका,270291,1.14
data\processed\clips\clip_000718.wav,"मैं अपने लिए सोच रही हू, है न तो दूसरे का नुकसान करके मैं अपना भला नहीं करना चाहूंगी, है न चलिए समय भी हो गया है, आपसे बात करके बहुत अच्छा लगा, थैंक यू, थैंक यू,",990783,14.88
data\processed\clips\clip_000791.wav,गांव की वो पीढ़ी दर पीढ़ी चली आ रही जी मैम वो एक्चुली आह ममा क्या करती है कि रोटी बना जैसे रोटी हम बेलते हैं न पकाने के पहले,270153,13.08
data\processed\clips\clip_003479.wav,हु नेक्स्ट इवेंट क्या है नए साथियों से मिलना अब जहां पे हम नौकरी करने जा रहे हैं वहां पे नएनए साथियों से अपने मिलेंगे,781268,11.13
data\processed\clips\clip_001380.wav,जी सर हमें प्लानिंग करके अगर काम करें तो उससे सही रहता है खाना भी ठीक बनता है और जी,738845,7.65
data\processed\clips\clip_004631.wav,करे ना तो आ जाएंगे ना हमारे इधर के एरिया पे स्कूल्स ही रह गए हैं स्कूल्स क्या है पांच पांच हज़ार देते हैं तो उसमें कोई क्या करेगा तो एक महीने में कितना काम लेते हैं। वो लोग,840793,14.04
data\processed\clips\clip_002729.wav,"लेकिन मेरी आज तो हा अब थोड़ी सी ठीक आ रही है लग पता नहीं तब थोड़ी अटक ही गई थी,",444282,8.79
data\processed\clips\clip_001053.wav,ज्यादा भेटोट है उसको कम करना चाहूंगा,767685,2.49
data\processed\clips\clip_001879.wav,हां जी हां जी हो सकता हैं कि कुछ सालों में ये भी तकनीकी आ जाय मतलब ओबियसली गवर्नमेंट इसके लिए काम करेगी जैसे सर न नए नेक्स्ट,661767,8.16
data\processed\clips\clip_003013.wav,ये है कि सब लोग कम से कम अब से बेहतर ढंग से रहे है हम तो कल ही रोए है ओर अकेले भी रोए है और जैसे है कि आपने आखिरी बार इतनी गहराई से कब महसूस किया,979497,14.07
data\processed\clips\clip_004074.wav,जी,367249,2.82
data\processed\clips\clip_000461.wav,उसकी तैयारी कर रहते हैं कि इतनी तारीक को इतनी तारीक को हम शादी रखेंगे तो वही और,350606,12.9
data\processed\clips\clip_000789.wav,अरे ये से वो डायरेक्ट हमारे फ्रेंड्स आते थे तोड़ के खाना स्टार्ट किया ले लिया उसी में से तो ऐसा चलता था हमारा.,270153,8.16
data\processed\clips\clip_002819.wav,"लगा लो रोजगार ना मिलने की वजह से रोजगार ना मिलने की वजह , जी आपकी आवाज आरी है ये कहे रहीं हू की रोजगार ना मिलने की वजह से ही लोग ऐसे कदम उठाते हैं कोई सुसाइड कर रहा हैं",645534,14.61
data\processed\clips\clip_001917.wav,हम्म,239492,8.37
data\processed\clips\clip_002403.wav,आ ऐसे तो अगर टीचिंग की बात करु तो अगर मैं किसी बच्चे को समझाओं और उसको समझ में आ रहा हो और एक पॉजिटिव रेस्पॉन्स उसकी तरफ से मिल रहा हो कि हा मुझे समझ में आ रहा है आप अच्छा समझाते हो।,583991,13.71
data\processed\clips\clip_000549.wav,हूँ वैसे से सर आपकी तरफ से आ अवाज आ रही है तो वैसे इस टॉपिक पे हम लोग का बात भी हो गया है तो ठीक है सर थैंक यू,635909,9.66
data\processed\clips\clip_002566.wav,हम्म जी जी,978484,2.61
data\processed\clips\clip_002349.wav,उसमें करियर बनाना बाद में मुश्किल हो जाएगा पर डांस कर सकते हैं जैसे कंप्यूटर सीखना आपने बोला तो कंप्यूटर वगैरा टेली वगैरा आप कभी भी सीख सकते हैं क्योंकि ये हमारे सोख है,584003,12.57
data\processed\clips\clip_003709.wav,जी हुं,798121,3.84
data\processed\clips\clip_001861.wav,पहले तो बड़ा मुश्किल होता था मतलब स्पीड भी बहुत कम आती थी आज के टाइम में तो ये सिक्स जी आ गया अब मत सॉरी फाइव जी आ गया है तो स्पीड बहुत अच्छी आती है मतलब आप कहीं घर पर बैठकर सारे काम आपके लगभग हो जाते हैं,661767,12.96
data\processed\clips\clip_001165.wav,आजीवन एक जैसा है एक जैसा चल रहा है तो अगर हम बिना उसे चीज को समझ बिना समझे की वह क्या कर रहे थे क्यों कर रहे थे जैसे एपीजे अब्दुल कलाम की वह क्या कर रहे थे क्यों कर रहे थे उनकी बस नकल करें ना तो हो सकता है कि वह हमें भ्रम में डाल सकता है,886193,14.79
data\processed\clips\clip_001372.wav,असफल कोशिशों जी कोशिशो से जो सीखा वो शेयर करना जी जी,738845,11.07
data\processed\clips\clip_000439.wav,हा हां तो उसमें ऐसा होता है हा कि जैसे आपने बोला कि थीम तैयार करना तो उसमें।,350606,14.94
data\processed\clips\clip_002310.wav,जी बिल्कुल भाई ये भी आपने बिल्कुल सच बोला क्योंकि हमें पता यार अगर कहीं पे काम फिफ्टी परसेंट पॉजिटिव हो रहा है तो जाहिर सी बात है वहाँ नेगेटिव जरूर होगी अगर कहीं पे काम नेगेटिव हो रहा है तो वहाँ पॉजिटिव भी जरूर होगा,583552,13.32
data\processed\clips\clip_000037.wav,अच्छा अच्छा अह जहां तक मेरा एक्सपीरियंस रहा है कि अगर जंगलों या हिल स्टेशन पर कैंम्पिंग करने की योजना बनाये तो हमने एक बार जो नेपाल का जंगल है नेपाल में काफी कुख्यात जंगल है,825727,14.91
data\processed\clips\clip_000153.wav,हम्म हां जी जी आवाज आ रही है अब,542785,5.16
data\processed\clips\clip_003065.wav,जी,977253,2.34
data\processed\clips\clip_000763.wav,जी सच बताओ तो हमारे यहाँ फेस्ट काफी छोटा फेस्ट होता था लेकिन साल में पाँच छह बार होते थे अलग अलग संस्कृति पर आधारित होता था और हर त्यौहार से पहले एक फेस्ट होते थे इसमें शायरी सभा,240909,13.29
data\processed\clips\clip_004202.wav,पहले अरिजीत एक बार इंडियन आइडल में आये थे लेकिन उनको निकाल दिया गया था हां,270037,8.76
data\processed\clips\clip_003080.wav,सही लगा की रहना चाहिए आज कल लोग खुद को ज्यादा सही साबित करने के चक्कर में गलत ही साबित हो जाते है और कहीं ऐसी गलत चीज कर जाते है जो कि जो कि सही नहीं है जी और अगर मैं बताऊं कि अ इस बारे में।,977253,14.88
data\processed\clips\clip_000148.wav,जी जिसमें वो होता है कि एक कैक्टर्स होते हैं वो मेडिक्ल कॉलेज में मिलते हैं दोनों,520199,6.75
data\processed\clips\clip_000720.wav,सर ऐसे भी होता की कभी आप देर रात तक पढ़े हो के अच्छा ह्म्म्म।,240907,13.95
data\processed\clips\clip_001711.wav,"हाँ जी, जी, जी, हाँ जी",365033,3.96
data\processed\clips\clip_002709.wav,अच्छा तो बताइए आप कुछ बताइए न टाइम चला जाएगा आज फ़िर हमारा उसमें हैं ना,444282,12.93
data\processed\clips\clip_003421.wav,बिल्कुल बिल्कुल।,489638,2.13
data\processed\clips\clip_002191.wav,"जी ,अगर ऐसा कोई बचपन का अगर सपना बोले तो अगर मैं बचपन में का सोचूं तो पायलेट बनने का सपना सभी का रहता है बचपन में",537983,12.9
data\processed\clips\clip_003586.wav,जी जी मतलब इसके बारे में तो मतलब सही बताऊ ना तो टिंकल या टिंटिंग जैसी ही या तो पढ़ा होगा तो याद नहीं आ रहा है है ना लेकिन इस इसकी पत्रिका शायद नहीं पढ़ी है मैंने भी नहीं पढ़ी है मैंने जो,583533,12.81
data\processed\clips\clip_000366.wav,बहुत सुन्दर देश है ।,253253,1.11
data\processed\clips\clip_000242.wav,एक है सर एक पहला टॉपिक हम लोग पसंदीदा शैलियों जैसे पॉप रॉक या क्लासिक सगल म्यूजिक के बारे में बात करना यह रॉक गाना होता है ना सर ये हनी सिंह का गाना जो है,523045,12.15
data\processed\clips\clip_002592.wav,अच्छा अच्छा हां,978484,6.33
data\processed\clips\clip_003426.wav,हाँ दिख नेना,489638,2.25
data\processed\clips\clip_001176.wav,हाँ हाँ नहीं मैं भांग की बात नहीं कर रही हूँ भांग की बात नहीं कर रही हु एक और कुछ चीज होती है जिसका मैं नाम भूल रही हूँ हा शायद वो गांजा होता है हा गांजा तो हां तो वो भी लो,886193,14.85
data\processed\clips\clip_000816.wav,आपको फ्रेंड के साथ उसको मज़ा आता होगा तो सुबह सुबह टाइम पर आपके सुबह विजिट करने जाते थे जब नाश्ता करते थे आप फ्रेश भी होते होंगे आप राइट,270150,8.22
data\processed\clips\clip_004457.wav,बिलकुल बिलकुल,1021370,1.86
data\processed\clips\clip_003468.wav,जी बहुत अच्छी बात है जी मेरे साथ ऐसा था कि जब मैं बाहर रहती थी तो मैं खुद खाना जैसे पीजी वगैरा में रहो तो वहाँ का खाना ज़्यादा पसंद नहीं आता,781184,13.83
data\processed\clips\clip_001666.wav,लाइक एज अ फ्रेंड बिल्कुल है ना,270291,1.74
data\processed\clips\clip_000646.wav,दूसरा टॉपिक है,990783,1.11
data\processed\clips\clip_004075.wav,जिससे ओ लोग तो अपनी बाते सुनते नहीं हैं वो तो अपनी बातों पे ही बस ध्यान देते है दूसरे की बातें कहा सुनते हैं बस तो ये ही हो गया है कि रोड पे आप चलिए तो थोड़ी सी सावधानी बरते बरत के चले और क्या क्योंकि रोड पे सब,367249,13.89
data\processed\clips\clip_002785.wav,पैकेट में क्या रहता है।,302503,1.05
data\processed\clips\clip_003584.wav,हु हु,661461,6.36
data\processed\clips\clip_003620.wav,जैसे कोई जैसे आप और मैं बिल्कुल नॉर्मल इंसान है अभी साधना ना कुछ शक्तियां है और ना कुछ वैसे ब्लैक कलर का कोई काला सूट पहन के मास्क लगाके बिल्कुल बैटमैन की तरह हो रखा है और खुदकी शक्तियां मतलब जितना शक्तियां इस्तेमाल करता है,583533,13.77
data\processed\clips\clip_003751.wav,बिल्कुल बिल्कुल सही बात है आपकी,783966,1.77
data\processed\clips\clip_004203.wav,हाँ हाँ वो हां,270037,2.19
data\processed\clips\clip_003804.wav,हेलो हेलो आपको मेरी आवाज आ रही है हेलो हेलो,400490,13.98
data\processed\clips\clip_004480.wav,सर जो आप कहते हैं ना टॉप लेवल सबसे बड़ी वाली जो मस्ती करी थी वो उस दिन की मस्ती थी उस दिन का जो मनोरंजन है जैसे कि अपना टॉपिक भी इसी बारे में है तो उस दिन काफी सबका मनोरंजन हुआ और हम लोगों ने मतलब,1021370,13.68
data\processed\clips\clip_003141.wav,जी सर तो इसी के साथ हमारा टॉपिक लगता है कंप्लीट हो गया है तो हम,977253,14.91
data\processed\clips\clip_000953.wav,टैलेंट को सच में ढूंढते हैं अगर आपके पास प्रतिभा है तो आप उनसे पैसे ले करके या फिर अ उनसे मदद ले करके आप अपने काम को आगे बढ़ा सकते हैं तो यह बहुत अच्छे मकसद के लिए वो सेवा भाव है ।,255349,12.03
data\processed\clips\clip_003470.wav,हमारे टॉपिक तो लगभग हो गए है आप कुछ और बतना चाहेगी,781184,3.03
data\processed\clips\clip_003604.wav,इसलिए हमको हँसी भी उड़ाता था मैं उस कैरेक्टर पैसे उड़ाता था कि मोटा कितना बेईमान है यह सेट कितना बेईमान है साला मतलब कुछ भी कुछ भी करता है इसमें पैसे लेता है उससे यहाँ मेरा अनुभव थोड़ा इसमें ऐसा रहा,583533,13.35
data\processed\clips\clip_002428.wav,वही होता है कि अब जैसे मुझे मेरे घर के पास मेरे को कहीं पे तीस हजार की भी मिल रही है नोकरी और दूसरे शहर में मुझे पच्चास हजार की मिल रही है लेकिन वहाँ आसपास में रहने का कोई जगह नहीं मिल रहा,583991,14.79
data\processed\clips\clip_000993.wav,जी जी,255381,3.69
data\processed\clips\clip_003778.wav,काफी देर तक ट्राफिक में भी फस कर बस स्टैंड भी देर से पहुँच निकलती हूं थी बस छूट जाती थी जिस कारण और मतलब बोहोत,400490,11.04
data\processed\clips\clip_000447.wav,हां हां तो उसमें आता है कि जैसे कि हम शाम को ना हम जैसे कि डाइनर आज करते हैं उसकी तै तैयारी करना तो हम कर सकते हैं,350606,14.97
data\processed\clips\clip_004697.wav,चीन जो है चीन जो है सबसे आगे इसलिए है क्योंकि वहां के लोग लोगों की जो एक सोच है एक मेंटालिटी है कि वो इमानदारी से अपने देश के लिए काम करना चाहते हैं देश के लिए काम करने का मतलब ये है कि आपको फौज में भर्ती नहीं होना है,840781,14.04
data\processed\clips\clip_001112.wav,"जी ये बात तो आपने सही बोली हैं कि मन से अभी जैसे जैसे उम्र बढ़ती जाती हैं वैसे वैसे अपने को मन में फील होने लगता हैं कि हां मुझे मेरा ये काम करना था, करना चाहिए अभी, अभी टाइम है ये चीजें होती है",767869,13.38
data\processed\clips\clip_001110.wav,फोन में कोई रख कुछ चीज़ें रखी नहीं है बाकी इतना है जो जो ज्ञान की चीजें हैं उसके लिए ज्यादा उपयोग करता हूं उससे ज्यादा उपयोग नहीं करता हूं ये आलतु फालतु चीजें अब नहीं चलाता हूं जी आपकी दिन,767869,13.62
data\processed\clips\clip_003715.wav,सर ये टॉपिक मेरे लिए है ही नही यार क्योंकि हां हां हां ठीक ठीक जी सर ठीक है नहीं सर बोल सकते है आप ऐसा,798121,14.88
data\processed\clips\clip_004685.wav,इन सबों इन इन आह चाहे जापा है इन सबकी जो शुरुवात हुई थी वो बहौत आम लोगों के द्वारा जो क्रांति की गई थी मेहनत की गई थी सबसे अच्छा एग्जांपल चीन है हमारे बगल में तो आम लोगों ने जिस तरीके से अपने आप को सुधारा था और विभिन्न प्रकार की जो,840781,14.58
data\processed\clips\clip_004425.wav,हां रोक देता है हां अरे तू ये गलत जा रहा है हम्म हा,753435,14.91
data\processed\clips\clip_001962.wav,हां सही बात है इस सांस्कृतिक या साहित्यिक महोत्सव की ।,350297,7.86
data\processed\clips\clip_001050.wav,मैं मोबाइल चला चला इतना बेस्ट हुआ कि पूरे दिन में कुछ पढ़ा ही नहीं कभी ऐसा होता तो एक घंटा पढ़ लिया फिर दो घंटे मुबाईल चला ले लेकिन आज की समय मैंने जो अपना टाइम टेबल फिक्स किया जो डेली दिनचर्या को सेट किया वो काफी लाभदायक रहा है मेरे लिए।,767685,13.53
data\processed\clips\clip_003501.wav,"अह मेरे ख्याल से अगर मुझे नौकरी मिलती है तो मैं इंटर्नशिप नहीं करना करन करना चाहूँगी, डायरेक्ट अगर नौकरी मिलती है तो, क्योंकि अम अम्म इंटर्नशिप में पहले इंटर्न एज़ ए इंटर्न काम मत अह",781268,15.0
data\processed\clips\clip_001418.wav,वह थोड़ा सा ये हुआ था स्मेल आने लगा तो मुझे लगा कि ये जलने वाला है मेरे साथ कभी एक बार सबसे ज्यादा इंटरेस्टिंग मेरे लिए कब हुआ है एक बार हम लोग खाना बना रहे थे तो खाना बना रहे थे तो उसमें थोड़ा सा,739630,13.26
data\processed\clips\clip_004619.wav,हूँ हां,840793,2.91
data\processed\clips\clip_003437.wav,जी,781184,1.83
data\processed\clips\clip_004667.wav,पचाने वाले पचा लेते हैं हं हं हं हं हांजी चलो ठीक हां हां टाइम समापत हो रहा है अभी नौ उन्नीस मिनट होने वाले हैं,840793,14.64
data\processed\clips\clip_004655.wav,हम्ममम,840793,4.77
data\processed\clips\clip_003228.wav,और कई लोगों को दिक्कत आती है कि नहीं रात में लाइट ऑफ कर दो क्यूंकि मुझे सोना है और ऑन रहने पर निन नहीं आती है तो ये लड़ाई रोज कर रहता है बहुत दिक्कत होती है इससे दूसरी लड़ाई उसमें ये होती है,305347,14.79
data\processed\clips\clip_003120.wav,बिहेवियर के कारण जो कि मैं चाहती हूं धीरे धीरे मैं कुछ इसमें चेंज ला सकूं तो फिर सही रहेगा जी,977253,9.84
data\processed\clips\clip_003459.wav,ओके मतलब मेरा मानना है की एस ए फ्रेशर,781184,6.78
data\processed\clips\clip_004488.wav,बिल्कुल बिल्कुल तो वही है हम सब ना समझ होते हैं और जो बंद बंदा ना समझ है उसको बच्चा ही बोला जाता है मेरी नजर में तो,1021370,8.82
data\processed\clips\clip_002720.wav,पहले खाते पीते जी गए ठीक हैं तो हमने सबसे पहले स्टैंम मुझे ना वैसे लो वो साउथ इंडियन खाना बहुत पसंद है दोसा वगैरा तो उसने बोला चलो दीदी हम साथ,444282,13.65
data\processed\clips\clip_002771.wav,नही रॉकी,302506,1.35
data\processed\clips\clip_003210.wav,हम्म आपको क कमरा ढूंढने में दिक्कत हुआ था स्टार्टिंग में कैसे मिला था कमरा आपको,305347,5.97
data\processed\clips\clip_001120.wav,जी धन्यवाद जी धन्यवाद,767869,6.33
data\processed\clips\clip_002295.wav,आज भी आपको मुस्कुरा देती है या सोच में डाल देती है मेरे भाई अगर मैं बात करूँ तो ऐसा सीन अभी तो मुझे कुछ खास याद आ नहीं रहा लेकिन मैं जहां तक सोच पा रहा हूँ मेरे गाओ में एक गाय थी ठीक है,583552,14.76
data\processed\clips\clip_001428.wav,जी,739630,1.08
data\processed\clips\clip_001965.wav,हां हां हो जाता है सही है अगर वो सेम फिल्ड से हो तो फिर जाना आना लगा रहता है जी इसमें भी,350297,14.73
data\processed\clips\clip_002545.wav,हुं और यही चीज मतलब सेफ्टी में भी आता है यहां पे जैसे बाढ़ वगैरा का खतरा भी बहुत कम हो जाता है इसी वजह से हुं तो हां अच्छा कहा का हां हां,978484,14.73
data\processed\clips\clip_002002.wav,इस समय भी अच्छा लगता रहता है यह सब और छोटे मोटे धार्मिक चीजें तो होती ही रहती है तो उसका तो कोई बात ही सही बात है,350347,14.1
data\processed\clips\clip_003963.wav,तो और आपने आपके पहले ऐसा कुछ किया है,856801,2.34
data\processed\clips\clip_001183.wav,तो हा तो हा हा तो हा हा हा हा,886193,12.66
data\processed\clips\clip_001219.wav,वही वहीं हम्म उमम हम्म,888331,4.92
data\processed\clips\clip_000921.wav,हम्म आप बताइए मुझे हमने क्या,475356,7.8
data\processed\clips\clip_004298.wav,हां तो डिस्कस हम करते हैं फ्रेंड्स के साथ तो सारी ही चीज़े डिस्कस होती हैं अपनी सारी प्रॉब्लम भी शेयर करते हैं हम फ्रेंड्स के साथ में तो,319105,9.03
data\processed\clips\clip_002930.wav,एक्जिक्यूट हो रही है तो कही ना कहीं वह कुछ खुश है उस चीज को लेकर,330457,4.02
data\processed\clips\clip_001142.wav,हां बस आगे का नहीं सोचते हैं हां हां कुछ लोग ऐसे भी होते मतलब एक बार असफल हो जाते हैं तो वो हार ही मान लेते हैं कि अब मुझे करना ही नहीं है तो ऐसा करना नहीं चाहिए वेसे हां,886193,14.64
data\processed\clips\clip_001009.wav,जी हमें आज के जीवन में सब की हेल्प करना चाहिए अगर किसी को हेल हेल्प करेंगे तो सामने वाले को अगर जरूरत पड़,255381,12.03
data\processed\clips\clip_000787.wav,या रेस्टोरेंट्स होते हैं तो फ्रेंड्स के साथ अलगअलग जगह जाकर ऐसेऐसे नए नए फूट्स को ट्राइ करना यह सारे अच्छे मूवमेंट्स थे हमारे लिए,270153,7.17
data\processed\clips\clip_002505.wav,हम्म वही मैं बता रहा था हम लोग जाते हैं पुरब की ओर मतलब जो डोंगागढ़ बोल रहे हो ना उससे दस किलोमीटर और आगे जाते हैं वहाँ कोई सेफ्टी उफटी नहीं है और वहाँ सबसे टॉप पे एक भोले जी का मतलब शंकर जी का एक,978393,13.05
data\processed\clips\clip_001082.wav,जी,767869,3.21
data\processed\clips\clip_001451.wav,हू जी जी,739630,8.07
data\processed\clips\clip_002237.wav,"और शोक पोट वाला रख देते हैं, कि इतना अच्छा कॉफी अच्छा दिखता है, कि वो अ. देखने पे यूनिक भी दिखता है, हैंड मेड भी होता है, हन्म. हैंड मेड भी रहता है, हां. हां.",630926,11.01
data\processed\clips\clip_001402.wav,बताया कभी नमक छूट जाता है कभी नमक ज्यादा हो जाता है और मैं मैं मैं अनुभव की मै अनुभव किया हू कि मुझसे बहुत रेयर केस में गलती हुआ है कि नमक छूटा हुआ है नहीं तो मेरे से नमक कभी नहीं छूटता है,739630,13.32
data\processed\clips\clip_002183.wav,जी,537983,1.32
data\processed\clips\clip_003582.wav,हेलो सुना,661461,3.45
data\processed\clips\clip_004121.wav,नहीं नहीं बिलकुल होते हैं है आज कल के जनरेशन ज्यादा तर ये क्या बोलते उसको रैप बगैरा ज्यादा पसंद हैं रैप उनको,269907,14.49
data\processed\clips\clip_001285.wav,वह प्रस्तुत करते हैं जो व्यक्तिगत विकास और धन आ संचय के लिए आवश्यक है जैसे कि सफलता एए सफलता की ठाटी संग्दित इच्छा इसके अंदर इसने आ मतलब लोग मनोबल होते हैं सब जो है,615351,13.56
data\processed\clips\clip_002868.wav,तो आप कुछ शेयर करना चाहेंगे जी,644742,6.03
data\processed\clips\clip_004644.wav,तो मतलब वो बोलते हैं कि तब ना ऐसा भी वक्त था कि लोग घर घर से खींच खींच के लेके जाते थे जॉब के लिए,840793,7.17
data\processed\clips\clip_004247.wav,"हां स्कूल भवन में मार्ग दर्शन करना, इसके बारे में बताएंगे आप कुछ ।",319105,3.93
data\processed\clips\clip_003779.wav,"मुश्किल होती थी इस कारण में कहीं भी समय पर नहीं पहुंच पाती थी कभीकभी, बहुत बार मुझे कॉलेज जाना पड़ता था, तो अब बस छूट जाती थी मेरी मेरी जिससे काफी मुझे",400490,13.89
